"linkName","link","price","currencyKM","status","city","size","numOfRooms","equipped","date","views","id","pricePerSquareMeter","numOfRooms2","cityShort","dateNew","count","cityCat","lat","long","country","capital","population","population_proper"
"Dvosoban stan 43,65 m² SKYLINE PLAZA Irac - Tuzla","https://www.olx.ba/artikal/45733998/dvosoban-stan-43-65-m-skyline-plaza-irac-tuzla/",161505,TRUE,"novo","Tuzla",NA,"Dvosoban (2)","Nenamješten","02.12.2021.",2785,1087,NA,"2","Tuzla","2021-12-02",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Jednosoban stan 23,78 m² SKYLINE PLAZA Irac - Tuzla","https://www.olx.ba/artikal/45732921/jednosoban-stan-23-78-m-skyline-plaza-irac-tuzla/",87986,TRUE,"novo","Tuzla",NA,"Jednosoban (1)","Nenamješten","02.12.2021.",8840,1088,NA,"1","Tuzla","2021-12-02",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Dvosoban stan 40,34 m² SKYLINE PLAZA Irac - Tuzla","https://www.olx.ba/artikal/45733498/dvosoban-stan-40-34-m-skyline-plaza-irac-tuzla/",149258,TRUE,"novo","Tuzla",NA,"Dvosoban (2)","Nenamješten","02.12.2021.",6973,1089,NA,"2","Tuzla","2021-12-02",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Četverosoban stan 90,36 m² SKYLINE PLAZA Irac - Tuzla","https://www.olx.ba/artikal/45735764/cetverosoban-stan-90-36-m-skyline-plaza-irac-tuzla/",334332,TRUE,"novo","Tuzla",NA,"Četverosoban (4)","Nenamješten","02.12.2021.",3551,1090,NA,"4","Tuzla","2021-12-02",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Dvosoban stan 43,83 m² SKYLINE PLAZA Irac - Tuzla","https://www.olx.ba/artikal/48716362/dvosoban-stan-43-83-m-skyline-plaza-irac-tuzla/",162171,TRUE,"novo","Tuzla",NA,"Dvosoban (2)","Nenamješten","02.07.2022.",995,1091,NA,"2","Tuzla","2022-07-02",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Trosoban stan 68,09 m² SKYLINE PLAZA Irac - Tuzla","https://www.olx.ba/artikal/45735351/trosoban-stan-68-09-m-skyline-plaza-irac-tuzla/",251933,TRUE,"novo","Tuzla",NA,"Trosoban (3)","Nenamješten","02.12.2021.",3432,1092,NA,"3","Tuzla","2021-12-02",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Jednosoban stan 23,11 m² SKYLINE PLAZA Irac - Tuzla","https://www.olx.ba/artikal/48715125/jednosoban-stan-23-11-m-skyline-plaza-irac-tuzla/",85507,TRUE,"novo","Tuzla",NA,"Jednosoban (1)","Nenamješten","02.07.2022.",2422,1093,NA,"1","Tuzla","2022-07-02",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Dvosoban stan 54,82 m² SKYLINE PLAZA Irac - Tuzla","https://www.olx.ba/artikal/48716974/dvosoban-stan-54-82-m-skyline-plaza-irac-tuzla/",202834,TRUE,"novo","Tuzla",NA,"Dvosoban (2)","Nenamješten","02.07.2022.",873,1094,NA,"2","Tuzla","2022-07-02",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Petosoban stan 140,97 m² SKYLINE PLAZA Irac - Tuzla","https://www.olx.ba/artikal/48717619/petosoban-stan-140-97-m-skyline-plaza-irac-tuzla/",521589,TRUE,"novo","Tuzla",NA,"Petosoban i više","Nenamješten","02.07.2022.",1651,1095,NA,"5+","Tuzla","2022-07-02",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Jednosoban stan 26,89 m² SKYLINE PLAZA Irac - Tuzla","https://www.olx.ba/artikal/48715746/jednosoban-stan-26-89-m-skyline-plaza-irac-tuzla/",99493,TRUE,"novo","Tuzla",NA,"Jednosoban (1)","Nenamješten","02.07.2022.",2562,1096,NA,"1","Tuzla","2022-07-02",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Ekskluzivno dvosoban stan 49,10 m² URBAN u srcu - Tuzle","https://www.olx.ba/artikal/45129925/ekskluzivno-dvosoban-stan-49-10-m-urban-u-srcu-tuzle/",191490,TRUE,"novo","Tuzla",NA,"Dvosoban (2)","Nenamješten","21.10.2021.",2671,1099,NA,"2","Tuzla","2021-10-21",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Ekskluzivno dvosoban stan 38,63 m² URBAN u srcu - Tuzle","https://www.olx.ba/artikal/45130172/ekskluzivno-dvosoban-stan-38-63-m-urban-u-srcu-tuzle/",150657,TRUE,"novo","Tuzla",NA,"Dvosoban (2)","Nenamješten","22.10.2021.",5736,1100,NA,"2","Tuzla","2021-10-22",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Ekskluzivno dvosoban stan 36,71 m² URBAN u srcu - Tuzle","https://www.olx.ba/artikal/45129674/ekskluzivno-dvosoban-stan-36-71-m-urban-u-srcu-tuzle/",143169,TRUE,"novo","Tuzla",NA,"Dvosoban (2)","Nenamješten","21.10.2021.",6542,1101,NA,"2","Tuzla","2021-10-21",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Ekskluzivno dvosoban stan 68,19 m² URBAN u srcu - Tuzle","https://www.olx.ba/artikal/45130115/ekskluzivno-dvosoban-stan-68-19-m-urban-u-srcu-tuzle/",265941,TRUE,"novo","Tuzla",NA,"Dvosoban (2)","Nenamješten","22.10.2021.",2601,1102,NA,"2","Tuzla","2021-10-22",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Ekskluzivno trosoban stan 48,17 m² URBAN u srcu - Tuzle","https://www.olx.ba/artikal/45130010/ekskluzivno-trosoban-stan-48-17-m-urban-u-srcu-tuzle/",187863,TRUE,"novo","Tuzla",NA,"Trosoban (3)","Nenamješten","21.10.2021.",4926,1103,NA,"3","Tuzla","2021-10-21",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Trosoban stan 83,5 m² Banja Residence - Tuzla","https://www.olx.ba/artikal/44306659/trosoban-stan-83-5-m-banja-residence-tuzla/",413000,TRUE,"novo","Tuzla",NA,"Trosoban (3)","Nenamješten","17.08.2021.",2685,1105,NA,"3","Tuzla","2021-08-17",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Trosoban stan 84,10 m² SKYLINE PLAZA Irac - Tuzla","https://www.olx.ba/artikal/45735555/trosoban-stan-84-10-m-skyline-plaza-irac-tuzla/",311170,TRUE,"novo","Tuzla",NA,"Trosoban (3)","Nenamješten","02.12.2021.",2530,1106,NA,"3","Tuzla","2021-12-02",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Dvosoban stan 45,17 m² SKYLINE PLAZA Irac - Tuzla","https://www.olx.ba/artikal/45734457/dvosoban-stan-45-17-m-skyline-plaza-irac-tuzla/",167129,TRUE,"novo","Tuzla",NA,"Dvosoban (2)","Nenamješten","02.12.2021.",4423,1108,NA,"2","Tuzla","2021-12-02",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Prodajem četverosoban STAN","https://www.olx.ba/artikal/51063936/prodajem-cetverosoban-stan/",275000,TRUE,"korišteno","Sarajevo, Novi Grad",NA,"Četverosoban (4)","Nenamješten","22.12.2022.",177,1184,NA,"4","Sarajevo","2022-12-22",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"PICCOLO GRANDE PRODAJE/Stan Safvet B.Basagica","https://www.olx.ba/artikal/50460137/piccolo-grande-prodaje-stan-safvet-b-basagica/",129000,TRUE,"korišteno","Stari Grad",NA,"Trosoban (3)","Namješten","10.11.2022.",2061,1198,NA,"3","Sarajevo","2022-11-10",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan, naselje PARK uskoro useljiv","https://www.olx.ba/artikal/50871030/stan-naselje-park-uskoro-useljiv/",193600,TRUE,"novo","Banja Luka",NA,"Dvosoban (2)","Nenamješten","08.12.2022.",645,1228,NA,"2","Banja Luka","2022-12-08",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Stan 60,89 NOVOGRADNJA/ Dobrinja","https://www.olx.ba/artikal/46285161/stan-60-89-novogradnja-dobrinja/",197892,TRUE,"novo","Sarajevo, Novi Grad",NA,"Trosoban (3)","Nenamješten","11.01.2022.",7276,1239,NA,"3","Sarajevo","2022-01-11",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan 73m2, Centar-Sarajevo","https://www.olx.ba/artikal/44421341/stan-73m2-centar-sarajevo/",275000,TRUE,"korišteno","Sarajevo - Centar",NA,"Trosoban (3)","Nenamješten","27.08.2021.",3860,1240,NA,"3","Sarajevo","2021-08-27",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan, 59 m2, Dobrinja","https://www.olx.ba/artikal/48441221/stan-59-m2-dobrinja/",149000,TRUE,"korišteno","Lukavica",NA,"Trosoban (3)","Namješten","10.06.2022.",2645,1241,NA,"3","Lukavica","2022-06-10",74,"Big Cities",43.8208,18.3803,"Bosnia And Herzegovina","minor",NA,NA
"- Komforan stan niže spratnosti na Ilićkoj, Brčko","https://www.olx.ba/artikal/27814217/komforan-stan-nize-spratnosti-na-ilickoj-brcko/",45000,TRUE,"korišteno","Brčko",NA,"Jednoiposoban (1.5)","Namješten","11.12.2017.",14101,1329,NA,"1.5","Brčko","2017-12-11",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"- Namješten trosoban stan u centru površine 60m²,Brčko","https://www.olx.ba/artikal/27195199/namjesten-trosoban-stan-u-centru-povrsine-60m-brcko/",85000,TRUE,"korišteno","Brčko",NA,"Trosoban (3)","Namješten","20.10.2017.",11382,1340,NA,"3","Brčko","2017-10-20",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"- Namješten trosoban stan površine 119,21m², Brčko","https://www.olx.ba/artikal/27251342/namjesten-trosoban-stan-povrsine-119-21m-brcko/",85000,TRUE,"korišteno","Brčko",NA,"Trosoban (3)","Namješten","25.10.2017.",8889,1341,NA,"3","Brčko","2017-10-25",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"- Dvosoban stan u kući, Miladije, Tuzla","https://www.olx.ba/artikal/27357317/dvosoban-stan-u-kuci-miladije-tuzla/",115000,TRUE,"korišteno","Tuzla",NA,"Dvosoban (2)","Nenamješten","03.11.2017.",10591,1342,NA,"2","Tuzla","2017-11-03",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Dvoetažni stan u centru grada","https://www.olx.ba/artikal/46553942/dvoetazni-stan-u-centru-grada/",300000,TRUE,"korišteno","Banja Luka",NA,"Petosoban i više","Nenamješten","29.01.2022.",4077,1380,NA,"5+","Banja Luka","2022-01-29",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Stan komforan renoviran Centar","https://www.olx.ba/artikal/44921324/stan-komforan-renoviran-centar/",250000,TRUE,"korišteno","Sarajevo - Centar",NA,"Trosoban (3)","Namješten","06.10.2021.",3961,1456,NA,"3","Sarajevo","2021-10-06",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Jednosoban stan 37,4 m² Banja Residence - Tuzla","https://www.olx.ba/artikal/48481801/jednosoban-stan-37-4-m-banja-residence-tuzla/",178000,TRUE,"novo","Tuzla",NA,"Jednosoban (1)","Nenamješten","13.06.2022.",3256,1536,NA,"1","Tuzla","2022-06-13",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Trosoban stan 68 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50843375/trosoban-stan-68-m-spo-green-estate-tuzla/",207400,TRUE,"novo","Tuzla",NA,"Trosoban (3)","Nenamješten","06.12.2022.",151,1537,NA,"3","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Trosoban stan 72,70 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50843602/trosoban-stan-72-70-m-spo-green-estate-tuzla/",221735,TRUE,"novo","Tuzla",NA,"Trosoban (3)","Nenamješten","06.12.2022.",136,1538,NA,"3","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Dvosoban stan 51,80 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50842771/dvosoban-stan-51-80-m-spo-green-estate-tuzla/",163170,TRUE,"novo","Tuzla",NA,"Dvosoban (2)","Nenamješten","06.12.2022.",228,1539,NA,"2","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Trosoban stan 68,50 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50843211/trosoban-stan-68-50-m-spo-green-estate-tuzla/",208925,TRUE,"novo","Tuzla",NA,"Trosoban (3)","Nenamješten","06.12.2022.",102,1540,NA,"3","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Trosoban stan 71,20 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50842962/trosoban-stan-71-20-m-spo-green-estate-tuzla/",217160,TRUE,"novo","Tuzla",NA,"Trosoban (3)","Nenamješten","06.12.2022.",125,1541,NA,"3","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Dvosoban stan 49,50 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50842542/dvosoban-stan-49-50-m-spo-green-estate-tuzla/",155925,TRUE,"novo","Tuzla",NA,"Dvosoban (2)","Nenamješten","06.12.2022.",241,1542,NA,"2","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Četverosoban stan 104,20 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50842286/cetverosoban-stan-104-20-m-spo-green-estate-tuzla/",317810,TRUE,"novo","Tuzla",NA,"Četverosoban (4)","Nenamješten","06.12.2022.",156,1543,NA,"4","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Jednosoban stan 28 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50842060/jednosoban-stan-28-m-spo-green-estate-tuzla/",91000,TRUE,"novo","Tuzla",NA,"Jednosoban (1)","Nenamješten","06.12.2022.",451,1544,NA,"1","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Petosoban stan 116,70 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50841713/petosoban-stan-116-70-m-spo-green-estate-tuzla/",355935,TRUE,"novo","Tuzla",NA,"Petosoban i više","Nenamješten","06.12.2022.",143,1545,NA,"5+","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Trosoban stan 71,80 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50841571/trosoban-stan-71-80-m-spo-green-estate-tuzla/",218990,TRUE,"novo","Tuzla",NA,"Trosoban (3)","Nenamješten","06.12.2022.",127,1546,NA,"3","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Jednosoban stan 31 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50841421/jednosoban-stan-31-m-spo-green-estate-tuzla/",100750,TRUE,"novo","Tuzla",NA,"Jednosoban (1)","Nenamješten","06.12.2022.",314,1547,NA,"1","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Dvosoban stan 50 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50841283/dvosoban-stan-50-m-spo-green-estate-tuzla/",157500,TRUE,"novo","Tuzla",NA,"Dvosoban (2)","Nenamješten","06.12.2022.",205,1548,NA,"2","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Jednosoban stan 37,70 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50841010/jednosoban-stan-37-70-m-spo-green-estate-tuzla/",122525,TRUE,"novo","Tuzla",NA,"Jednosoban (1)","Nenamješten","06.12.2022.",223,1549,NA,"1","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Jednosoban stan 30,30 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50841145/jednosoban-stan-30-30-m-spo-green-estate-tuzla/",98475,TRUE,"novo","Tuzla",NA,"Jednosoban (1)","Nenamješten","06.12.2022.",333,1550,NA,"1","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Jednosoban stan 25,80 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50840356/jednosoban-stan-25-80-m-spo-green-estate-tuzla/",83850,TRUE,"novo","Tuzla",NA,"Jednosoban (1)","Nenamješten","06.12.2022.",444,1551,NA,"1","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Trosoban stan 70,50 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50836789/trosoban-stan-70-50-m-spo-green-estate-tuzla/",215025,TRUE,"novo","Tuzla",NA,"Trosoban (3)","Nenamješten","06.12.2022.",157,1552,NA,"3","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Trosoban stan 65,80 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50837974/trosoban-stan-65-80-m-spo-green-estate-tuzla/",200690,TRUE,"novo","Tuzla",NA,"Trosoban (3)","Nenamješten","06.12.2022.",204,1553,NA,"3","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Dvosoban stan 47 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50837384/dvosoban-stan-47-m-spo-green-estate-tuzla/",148050,TRUE,"novo","Tuzla",NA,"Dvosoban (2)","Nenamješten","06.12.2022.",288,1554,NA,"2","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Dvosoban stan 46 m² SPO GREEN ESTATE Tuzla","https://www.olx.ba/artikal/50837555/dvosoban-stan-46-m-spo-green-estate-tuzla/",144900,TRUE,"novo","Tuzla",NA,"Dvosoban (2)","Nenamješten","06.12.2022.",321,1555,NA,"2","Tuzla","2022-12-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"STAN SKENDERIJA ULICA HAMZA HUME","https://www.olx.ba/artikal/47176135/stan-skenderija-ulica-hamza-hume/",130000,TRUE,"korišteno","Sarajevo - Centar",NA,"Dvosoban (2)","Nenamješten","09.03.2022.",4402,1611,NA,"2","Sarajevo","2022-03-09",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Četverosoban stan Ilidža Tower Sarajevo 120 m2 7sp","https://www.olx.ba/artikal/46484819/cetverosoban-stan-ilidza-tower-sarajevo-120-m2-7sp/",414000,TRUE,"novo","Ilidža",NA,"Četverosoban (4)","Nenamješten","25.01.2022.",2038,1618,NA,"4","Ilidža","2022-01-25",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Stan 140 m2","https://www.olx.ba/artikal/46475933/stan-140-m2/",270000,TRUE,"korišteno","Modriča",NA,"Četverosoban (4)","Namješten","24.01.2022.",3393,1647,NA,"4","Modriča","2022-01-24",8,"Others",44.9561,18.302,"Bosnia And Herzegovina","minor",NA,NA
"Prodajem stan ,Harmani-Bihać","https://www.olx.ba/artikal/34494336/prodajem-stan-harmani-bihac/",115000,TRUE,"korišteno","Bihać",NA,"Dvosoban (2)","Nenamješten","12.07.2019.",11542,1674,NA,"2","Bihać","2019-07-12",17,"Others",44.8167,15.8667,"Bosnia And Herzegovina","minor",43007,43007
"Stan 96m2 +20m2 zatvorene terase","https://www.olx.ba/artikal/49297800/stan-96m2-plus20m2-zatvorene-terase/",185000,TRUE,"korišteno","Bihać",NA,"Četverosoban (4)","Namješten","17.08.2022.",2830,1680,NA,"4","Bihać","2022-08-17",17,"Others",44.8167,15.8667,"Bosnia And Herzegovina","minor",43007,43007
"100177 Stan na Pofalićima 53 (60) m2","https://www.olx.ba/artikal/50823419/100177-stan-na-pofalicima-53-60-m2/",165000,TRUE,"korišteno","Novo Sarajevo",NA,"Dvosoban (2)","Polunamješten","05.12.2022.",695,1687,NA,"2","Sarajevo","2022-12-05",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan,Vojničko Polje,85m2,sedmi sprat,potkrovlje","https://www.olx.ba/artikal/49302676/stan-vojnicko-polje-85m2-sedmi-sprat-potkrovlje/",170000,TRUE,"korišteno","Sarajevo, Novi Grad",NA,"Trosoban (3)","Polunamješten","17.08.2022.",2254,1718,NA,"3","Sarajevo","2022-08-17",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"TOTAL PRO/ Jednosoban stan 33m2 / Bjelave","https://www.olx.ba/artikal/48561084/total-pro-jednosoban-stan-33m2-bjelave/",77000,TRUE,"korišteno","Sarajevo - Centar",NA,"Jednosoban (1)","Nenamješten","20.06.2022.",5668,1769,NA,"1","Sarajevo","2022-06-20",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan na Dobrinji 5","https://www.olx.ba/artikal/50992373/stan-na-dobrinji-5/",165000,TRUE,"korišteno","Sarajevo, Novi Grad",NA,"Dvosoban (2)","Namješten","17.12.2022.",222,1805,NA,"2","Sarajevo","2022-12-17",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan 93m2 u Brčkom","https://www.olx.ba/artikal/48557456/stan-93m2-u-brckom/",85000,TRUE,"korišteno","Brčko",NA,"Trosoban (3)","Polunamješten","19.06.2022.",1579,1809,NA,"3","Brčko","2022-06-19",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Stan Pofalići","https://www.olx.ba/artikal/50049192/stan-pofalici/",160000,TRUE,"korišteno","Novo Sarajevo",NA,"Dvosoban (2)","Polunamješten","13.10.2022.",3816,1835,NA,"2","Sarajevo","2022-10-13",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Prodajem stan","https://www.olx.ba/artikal/50948270/prodajem-stan/",128000,TRUE,"korišteno","Tuzla",NA,"Dvosoban (2)","Namješten","14.12.2022.",2626,1917,NA,"2","Tuzla","2022-12-14",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Porodičan Stan","https://www.olx.ba/artikal/50323691/porodican-stan/",170000,TRUE,"korišteno","Vogošća",NA,"Trosoban (3)","Nenamješten","01.11.2022.",234,1960,NA,"3","Vogošća","2022-11-01",102,"Big Cities",43.9,18.35,"Bosnia And Herzegovina","minor",NA,NA
"TOTAL PRO/ Trosoban stan 72 m2 / Koševsko brdo Centar","https://www.olx.ba/artikal/50927394/total-pro-trosoban-stan-72-m2-kosevsko-brdo-centar/",324000,TRUE,"korišteno","Sarajevo - Centar",NA,"Trosoban (3)","Namješten","12.12.2022.",202,1961,NA,"3","Sarajevo","2022-12-12",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan, 58 m2, Centar","https://www.olx.ba/artikal/48177571/stan-58-m2-centar/",190000,TRUE,"korišteno","Sarajevo - Centar",NA,"Dvosoban (2)","Polunamješten","20.05.2022.",2867,1968,NA,"2","Sarajevo","2022-05-20",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan, 154 m2, Stari Grad","https://www.olx.ba/artikal/48493724/stan-154-m2-stari-grad/",629000,TRUE,"korišteno","Stari Grad",NA,"Četverosoban (4)","Polunamješten","14.06.2022.",1847,1980,NA,"4","Sarajevo","2022-06-14",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan, 35 m2, Stup-Tibra","https://www.olx.ba/artikal/50574648/stan-35-m2-stup-tibra/",124900,TRUE,"korišteno","Sarajevo, Novi Grad",NA,"Jednosoban (1)","Namješten","18.11.2022.",1354,1981,NA,"1","Sarajevo","2022-11-18",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan, 63m2, Centar","https://www.olx.ba/artikal/50792034/stan-63m2-centar/",320000,TRUE,"korišteno","Sarajevo - Centar",NA,"Dvosoban (2)","Polunamješten","03.12.2022.",485,1982,NA,"2","Sarajevo","2022-12-03",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan, 52 m2, Stari Grad","https://www.olx.ba/artikal/49360935/stan-52-m2-stari-grad/",210000,TRUE,"korišteno","Stari Grad",NA,"Dvosoban (2)","Polunamješten","22.08.2022.",2106,1983,NA,"2","Sarajevo","2022-08-22",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan, 100 m2, Centar","https://www.olx.ba/artikal/50236552/stan-100-m2-centar/",420000,TRUE,"korišteno","Sarajevo - Centar",NA,"Četverosoban (4)","Namješten","26.10.2022.",658,1984,NA,"4","Sarajevo","2022-10-26",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan, 86 m2, Stari Grad","https://www.olx.ba/artikal/49829099/stan-86-m2-stari-grad/",269000,TRUE,"korišteno","Stari Grad",NA,"Četverosoban (4)","Nenamješten","26.09.2022.",1093,1985,NA,"4","Sarajevo","2022-09-26",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"PRODAJE SE STAN NA PAPRIKPOVCU","https://www.olx.ba/artikal/49166673/prodaje-se-stan-na-paprikpovcu/",220000,TRUE,"korišteno","Banja Luka",NA,"Trosoban (3)","Namješten","05.08.2022.",1298,2026,NA,"3","Banja Luka","2022-08-05",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"TOTAL PRO/ Četvorosoban stan 87 m2 / Dobrinja 2","https://www.olx.ba/artikal/48439513/total-pro-cetvorosoban-stan-87-m2-dobrinja-2/",235000,TRUE,"korišteno","Sarajevo, Novi Grad",NA,"Četverosoban (4)","Nenamješten","10.06.2022.",2701,2043,NA,"4","Sarajevo","2022-06-10",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"TOTAL PRO/ Stan 46 m2 / Dobrinja IV/I.Sarajevo","https://www.olx.ba/artikal/50892622/total-pro-stan-46-m2-dobrinja-iv-i-sarajevo/",115000,TRUE,"korišteno","Lukavica",NA,"Dvosoban (2)","Polunamješten","10.12.2022.",329,2044,NA,"2","Lukavica","2022-12-10",74,"Big Cities",43.8208,18.3803,"Bosnia And Herzegovina","minor",NA,NA
